Размещение на сайте;Название;Цена минус 5%;oldPrice;Цена;discauntPrice;Фотографии;Описание;Артикул;Цвет;Мощность (Ватт);Напряжение (Вольт);Цветовая температура (К);Срок службы (Час);Размеры мм (длина * толщина);Модель;Цоколь
Каталог/Источники света/Лампы накаливания;Ecola globe   LED  5,0W G45 220V E14 4000K 360° filament прозр. нитевидный шар (Ra 80, 100 Lm/W) 78х45;63.65;;67;;http://svetonik.ru/upload/iblock/3bf/3bf3c5da4fe64756b29577e82e2ef215.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474127;;5;220;4000;30000;78x45;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola globe   LED  5,0W G45 220V E14 2700K 360° filament прозр. нитевидный шар (Ra 80, 100 Lm/W) 78х45;63.65;;67;;http://svetonik.ru/upload/iblock/a55/a55b8a8cc38fae25c3567ce0d2fdab28.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474054;;5;220;2700;30000;78x45;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 13,0W A65 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 120x65;179.54999999999998;;189;;http://svetonik.ru/upload/iblock/f60/f60ca1ebdee8a662bd60b227f9e7178c.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";18383849;;13;220;4000;30000;120x65;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 13,0W A65 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 120x65;179.54999999999998;;189;;http://svetonik.ru/upload/iblock/fb2/fb23b0b09dee21f622a95b9f7e35e8b2.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";18383843;;13;220;2700;30000;120x65;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 6500K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/36d/36d9dc5df2bfa6d45c18c8c54d7a8740.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";12118835;;10;220;6000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;135.85;;143;;http://svetonik.ru/upload/iblock/992/992174e7afd1c02df17a4b59a869dcde.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473875;;10;220;4000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium 10,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/007/0072b2e74edb4bbc6aacbb4beb9bbd96.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473864;;10;220;2700;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium  8,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/203/2036c525046b92249bca4c259617c749.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473846;;8;220;4000;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola classic   LED Premium  8,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/6ca/6cacfebd805bfadd1a7ecf16566b9eb1.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473821;;8;220;2700;30000;105x60;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/450/45049f7b593ed638c66203cb04c4411e.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886743;;6;220;4000;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/47e/47ece6373e263e05b004f011b66a936d.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886732;;6;220;2700;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;102.6;;108;;http://svetonik.ru/upload/iblock/7ec/7eccb2c88b5fed16f9ca1468f9d7b336.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886723;;6;220;4000;30000;125x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/d0f/d0fe354fbd901d1df636b957169b8c3b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886720;;6;220;4000;30000;96x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;98.8;;104;;http://svetonik.ru/upload/iblock/0ab/0ab94f4f02dc84dade69d841f6b7ef8c.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886716;;6;220;2700;30000;125x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/9c2/9c2ee50b41ac1867b1ed91f676adbca0.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886698;;6;220;2700;30000;96x37;;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/f75/f757b284b1bc3d0372526ed7134f793d.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453854;;5;220;4000;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/fa8/fa8cb2694f0a7d07d2e488d1c938af39.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453775;;5;220;2700;30000;96x37;;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/dd1/dd12c9170c9d09a156998e70faa37023.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544355;;5;220;4000;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/8d0/8d08bb68823a01b35925529e93d071a0.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544346;;5;220;4000;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/6c6/6c64067b58c6bacb179e4989622129a5.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544341;;5;220;2700;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/41d/41db7b7f479c8b6cd460891c32f0f49b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544339;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/76c/76cf1ffda9e46140cf970c0f88284e08.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474020;;5;220;4000;30000;96x37;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/c10/c108d01b5c8f77c625fcc7bf772037ae.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474013;;5;220;2700;30000;96x37;Filament;E27
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;63.65;;67;;http://svetonik.ru/upload/iblock/54c/54cd4be840d23f2f00fe8a4414cc1515.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473997;;5;220;4000;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;67.45;;71;;http://svetonik.ru/upload/iblock/90c/90c97f55ebff1840e6a4c2311203c970.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473984;;5;220;4000;30000;96x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;67.45;;71;;http://svetonik.ru/upload/iblock/144/144ffec0584dc15d58a7861aab7a1455.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473974;;5;220;2700;30000;125x37;Filament;E14
Каталог/Источники света/Лампы накаливания;Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/504/5042cd8f78458b95f52a49d1486d0ba6.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473928;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/820/820a5083d6f2bf69b7ea616e08d00247.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 4100К (естественно-белый). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10350;;11;220;4100;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/efa/efa7ced2b187e3e4c9ea3a2031e730b0.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 2700К (теплый белый, как лампа накаливания). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10349;;11;220;2700;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Ecola classic LED 15.0W Dimmable A60 E27 4000K диммируемая 110x60;329.65;;347;;http://svetonik.ru/upload/iblock/78d/78dd30356bf89adb78d1bb31db1aa93a.png;;10758;;15;220;4000;30000;110х60;;E27
Каталог/Светильники/Светодиодные светильники;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 6500K Призма 595x595x19;771.4;;812;;http://svetonik.ru/upload/iblock/886/886b09aa640cb72a1f84e90c75f56cfe.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495476;;36;220;6500;30000;595x595x19;;
Каталог/Светильники/Светодиодные светильники;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 4200K Призма 595x595x19;744.8;;784;;http://svetonik.ru/upload/iblock/092/092c0579d5ae6f53b6e8c106b34d8d1a.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495463;;36;220;4200;30000;595x595x19;;
