Размещение на сайте;Название;Цена минус 5%;oldPrice;Цена;discauntPrice;Фотографии;Описание;Артикул;Цвет;Мощность (Ватт);Напряжение (Вольт);Цветовая температура (К);Срок службы (Час);Размеры мм (длина * толщина);Модель;Цоколь
Нитевидные лампы (Filament);Ecola classic   LED Premium 13,0W A65 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 120x65;179.54999999999998;;189;;http://svetonik.ru/upload/iblock/259/2593f60c2096e34285f63cc05282f8f6.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";18383849;;13;220;4000;30000;120x65;Filament;E27
Нитевидные лампы (Filament);Ecola classic   LED Premium 13,0W A65 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 120x65;179.54999999999998;;189;;http://svetonik.ru/upload/iblock/a8b/a8bce699d2452b4a3f20076e81e26c2e.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";18383843;;13;220;2700;30000;120x65;Filament;E27
Нитевидные лампы (Filament);Ecola classic   LED Premium 10,0W A60 220-240V E27 6500K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/82a/82ac365316d87ffd5f9a964fee953477.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";12118835;;10;220;6000;30000;105x60;Filament;E27
Нитевидные лампы (Filament);Ecola classic   LED Premium 10,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;135.85;;143;;http://svetonik.ru/upload/iblock/67c/67c2c649b0a27251dcc08f4ec54a878c.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473875;;10;220;4000;30000;105x60;Filament;E27
Нитевидные лампы (Filament);Ecola classic   LED Premium 10,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;129.2;;136;;http://svetonik.ru/upload/iblock/a79/a798d7d38c4be635d008b45fdeb5d1dc.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473864;;10;220;2700;30000;105x60;Filament;E27
Нитевидные лампы (Filament);Ecola classic   LED Premium  8,0W A60 220-240V E27 4000K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/b1a/b1abdfc344bfb5f9f2bc06c72313e683.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473846;;8;220;4000;30000;105x60;Filament;E27
Нитевидные лампы (Filament);Ecola classic   LED Premium  8,0W A60 220-240V E27 2700K 360° filament прозр. нитевидная (Ra 80, 100 Lm/W, КП=0) 105x60;102.6;;108;;http://svetonik.ru/upload/iblock/c5e/c5ecc3f21981a0ea3d6628c48250c54b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473821;;8;220;2700;30000;105x60;Filament;E27
Нитевидные лампы (Filament);Ecola candle   LED Premium  6,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/08d/08d90a736be722c58d12b4d56f2d25fc.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886743;;6;220;4000;30000;96x37;;E27
Нитевидные лампы (Filament);Ecola candle   LED Premium  6,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/055/055dee0cc207bac99af50543f6259173.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886732;;6;220;2700;30000;96x37;;E27
Нитевидные лампы (Filament);Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;102.6;;108;;http://svetonik.ru/upload/iblock/6aa/6aaac3bcfb883d297fe3cb1f4ff71b63.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886723;;6;220;4000;30000;125x37;;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  6,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;102.6;;108;;http://svetonik.ru/upload/iblock/ec8/ec80fef7f23186acbe09996521e18722.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886720;;6;220;4000;30000;96x37;;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;98.8;;104;;http://svetonik.ru/upload/iblock/2db/2db04c5fbeea79beb26a91e1edba766e.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886716;;6;220;2700;30000;125x37;;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  6,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;98.8;;104;;http://svetonik.ru/upload/iblock/f26/f26b0c9dec358c8c1ac654bd820dca0b.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";10886698;;6;220;2700;30000;96x37;;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/0a3/0a31ab1c69776ca4949e185e44c19a40.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453854;;5;220;4000;30000;96x37;;E27
Нитевидные лампы (Filament);Ecola candle   LED Premium  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/abf/abf57961e11b5e19e9cabf274192b7d7.png;"Ecola Premium
Лампы Ecola Premium - 0% коэффициент пульсации.
Есть стабилизатор потребляемой мощности при колебаниях напряжения.
В серии Ecola Premium есть все модели наиболее популярных ламп.
Цена всего на 10-20% выше, чем на обычные лампы Ecola.
Где это важно?
Существуют помещения, где коэффициент пульсации осветительных приборов особенно важен. 
Например, рабочие места с вращающимися деталями станков и механизмов, помещения для 
фото- и видеосъемки. При высоком КП света из-за «стробоскопического эффекта» возможны 
сильные искажения в восприятии быстро движущихся или вращающихся объектов. Существуют 
нормы и для детских, медицинских и образовательных учреждений - КП должен быть менее 10%.
Почему Ecola Premium?
Если Вас беспокоит вопрос пульсации – лампы Ecola Premium подойдут везде, не промахнетесь. 
Не нужно думать, с каким значением КП светового потока Вы готовы смириться, или какая 
норма КП действует для того или иного места установки ламп! В серии Ecola Premium 
(КП=0%) есть все модели  наиболее популярных ламп. Возможно, стоит заплатить лишние 
10-20% за свет «более высокого качества» – просто для собственного спокойствия.
";10453775;;5;220;2700;30000;96x37;;E27
Нитевидные лампы (Filament);Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/316/316e1a81cb396294657f0f577e3fe918.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544355;;5;220;4000;30000;125x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/469/4698714aec52dbaaf0c2fbd2ced424cf.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544346;;5;220;4000;30000;96x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W, КП=0) 125х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/cf0/cf0c96df3d9b83b6ab73c2e01b20b19d.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544341;;5;220;2700;30000;125x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED Premium  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W, КП=0) 96х37;73.14999999999999;;77;;http://svetonik.ru/upload/iblock/be2/be21296c4231ce1d61372568c59f244c.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9544339;;5;220;2700;30000;96x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED  5,0W  220V E27 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/ae9/ae90fbd0ebc35458d31a420afd2e29e0.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474020;;5;220;4000;30000;96x37;Filament;E27
Нитевидные лампы (Filament);Ecola candle   LED  5,0W  220V E27 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;59.849999999999994;;63;;http://svetonik.ru/upload/iblock/b19/b1906a2a1769f02be0d1e921eafa74ee.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9474013;;5;220;2700;30000;96x37;Filament;E27
Нитевидные лампы (Filament);Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;63.65;;67;;http://svetonik.ru/upload/iblock/8a8/8a825b2e096bfc874cd711d1285655c3.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473997;;5;220;4000;30000;125x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED  5,0W  220V E14 4000K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;67.45;;71;;http://svetonik.ru/upload/iblock/857/857833154071838663c5a9d1e746b849.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473984;;5;220;4000;30000;96x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча на ветру (Ra 80, 100 Lm/W) 125х37;67.45;;71;;http://svetonik.ru/upload/iblock/079/07994bad85e69c251e240c1138554ecd.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473974;;5;220;2700;30000;125x37;Filament;E14
Нитевидные лампы (Filament);Ecola candle   LED  5,0W  220V E14 2700K 360° filament прозр. нитевидная свеча (Ra 80, 100 Lm/W) 96х37;70.3;;74;;http://svetonik.ru/upload/iblock/008/008622085ed98fe96d2d7e464d279e2a.png;"Лампа Ecola Филамент 360°
Классический дизайн лампы.
Идеально для всех открытых люстр, особенно для хрустальных или со стеклянными деталями.
Высокая светоотдача.
Лампы имеют маркировку «360°» - свет идёт во все стороны.
";9473928;;5;220;2700;30000;96x37;Filament;E14
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/47b/47b2eb272c6c3307148b16e92d620564.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 4100К (естественно-белый). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10350;;11;220;4100;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Эн.сб. точечный рефлектор  Ecola;25.65;;27;;http://svetonik.ru/upload/iblock/ff7/ff7ee210047f187da08d458f80193845.png;Энергосберегающий точечный рефлектор Экола для диммера, 11W, 0-220V,  цоколь GU10, 2700К (теплый белый, как лампа накаливания). Размер 84х50 мм.(другие названия диммера - регулятор яркости, регулятор мощности, света, регулятор освещение, dimmer, светорегулятор, темнитель).Энергосберегющая замена горячих галогенок накаливания MR16 GU5.3. Походят к обычным светильникам для горячих галогенок накаливания (потолочные встараиваемые и накладные точечные светильники, светильники споты, поворотные светильники акцентного освещения).Диммируемые лампы Ecola работают с любыми диммерами и устройствами плавного старта. Плавное изменение яркости свечения в широком диапазоне 15-100%. Не требуют специального диммера.;10349;;11;220;2700;8000;84x50;;GU10
Каталог/Источники света/Лампы светодиодные;Ecola classic LED 15.0W Dimmable A60 E27 4000K диммируемая 110x60;329.65;;347;;http://svetonik.ru/upload/iblock/ef1/ef1e1e1d57ea17041ef0785ca152a956.png;;10758;;15;220;4000;30000;110х60;;E27
Каталог/Источники света/Лампы светодиодные;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 6500K Призма 595x595x19;771.4;;812;;http://svetonik.ru/upload/iblock/e46/e461ad8ca5115de5e17aeed0c2a6c750.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495476;;36;220;6500;30000;595x595x19;;
Каталог/Источники света/Лампы светодиодные;Ecola LED panel универс. (без ступеньки) панель с драйвером внутри 36W 220V 4200K Призма 595x595x19;744.8;;784;;http://svetonik.ru/upload/iblock/0ea/0ea197f16fcfe49c14472bdd68583f64.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";9495463;;36;220;4200;30000;595x595x19;;
Каталог/Источники света/Лампы светодиодные;Ecola LED panel универс. (без ступеньки) панель с 2-мя драйверами внутри 72W 220V 6500K Призма 595x595x19;1050.7;;1106;;http://svetonik.ru/upload/iblock/ba6/ba60e3690676cc84f96ec29010724d60.png;"Универсальная LED панель (без ступеньки), рассеиватель «призма»

ВНИМАНИЕ! Продается упаковкой по 2шт. Цена за 1шт.

Данная панель подходит для потолков типа «Армстронг» и также может быть без дополнительных креплений
установлена как накладной светильник (потолочный или настенный). Драйвер встроен внутрь панели.
Драйвер узкий и расположен таким образом, что он остается невидимым снаружи (в отличии от многих аналогов).
Из-за отсутствия ""ступеньки"" универсальная панель лучше выглядит при  накладном монтаже.
Но в отличии от встраиваемой панели ""со ступенькой"", универсальную не получится установить в те ячейки потолка Армстронг,
где располагаются крюки подвеса каркаса потолка.
";18787941;;72;220;6500;30000;595x595x19;;
